"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"CENTRAL INDUSTRIES PLC","CIND.N0000","80.00","116.00","90.00","106.00","68.00","21,200.00","2,202,825.00"
"COLOMBO CITY HOLDINGS PLC","PHAR.N0000","210.00","240.00","150.00","230.00","57.00","11,500.00","2,109,875.00"
"SINGER INDUSTRIES (CEYLON) PLC","SINI.N0000","60.00","75.00","55.00","60.00","89.00","30,000.00","1,975,400.00"
"BERUWELA WALK INN PLC","BINN.N0000","52.00","70.00","31.25","62.00","147.00","32,700.00","1,960,325.00"
"METROPOLITAN RESOURCE HOLDINGS PLC","MPRH.N0000","0.00","83.00","35.00","83.00","209.00","32,400.00","1,917,000.00"
"HOTEL SIGIRIYA PLC","HSIG.N0000","25.50","38.25","24.25","35.00","89.00","55,600.00","1,899,700.00"
"SUNSHINE HOLDINGS PLC","SUN.N0000","140.00","200.00","120.00","172.25","49.00","11,900.00","1,630,200.00"
"FINLAYS COLOMBO PLC","JFIN.N0000","162.00","168.00","120.00","162.75","67.00","9,600.00","1,435,825.00"
"UNION CHEMICALS LANKA PLC","UCAR.N0000","100.00","190.00","120.00","139.00","38.00","9,100.00","1,354,025.00"
"HUEJAY INTERNATIONAL INVESTMENTS PLC","HUEJ.N0000","49.00","70.00","25.00","62.00","155.00","22,100.00","1,263,725.00"
"GALLE FACE CAPITAL PARTNERS PLC","WAPO.N0000","590.00","600.00","410.00","570.00","18.00","2,100.00","1,081,025.00"
"EASTERN MERCHANTS PLC","EMER.N0000","80.00","244.50","120.00","175.00","34.00","5,800.00","954,000.00"
"SHALIMAR (MALAY) PLC.","SHAL.N0000","850.00","900.00","600.00","600.00","9.00","1,200.00","929,100.00"
"INDUSTRIAL ASPHALTS (CEYLON) PLC","ASPH.N0000","150.00","165.00","110.00","150.00","13.00","4,000.00","593,325.00"
"E B CREASY & COMPANY PLC","EBCR.N0000","205.00","210.00","130.00","152.00","17.00","4,000.00","585,150.00"
"HUNTER & COMPANY PLC","HUNT.N0000","250.00","350.00","255.00","300.00","11.00","1,300.00","386,600.00"
"PARAGON CEYLON PLC","PARA.N0000","100.00","105.00","61.00","105.00","16.00","2,100.00","197,625.00"
"HARISCHANDRA MILLS PLC","HARI.N0000","400.00","450.00","410.00","450.00","3.00","300.00","128,500.00"
"OFFICE EQUIPMENT PLC","OFEQ.N0000","60.00","80.25","80.25","80.25","1.00","400.00","32,100.00"
"CEYLON PRINTERS PLC","CPRT.N0000","0.00","62.00","62.00","62.00","1.00","100.00","6,200.00"
