"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"LANKA ASHOK LEYLAND PLC","ASHO.N0000","303.00","490.00","200.00","249.50","72.00","17,600.00","6,189,425.00"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.N0000","4.00","3.10","1.30","1.40","753.00","2,322,400.00","6,139,820.00"
"CEYLON BEVERAGE HOLDINGS PLC","BREW.N0000","75.25","90.00","42.50","42.50","177.00","86,400.00","5,541,600.00"
"COLOMBO CITY HOLDINGS PLC","PHAR.N0000","210.00","290.00","200.00","225.50","67.00","22,800.00","5,221,000.00"
"VANIK INCORPORATION PLC","VANI.X0000","1.00","1.60","0.80","0.80","472.00","3,804,700.00","4,299,770.00"
"FINLAYS COLOMBO PLC","JFIN.N0000","162.00","178.00","100.00","150.00","71.00","23,600.00","3,857,400.00"
"ABANS ELECTRICALS PLC","ABAN.N0000","112.00","97.00","50.00","50.00","183.00","43,700.00","3,604,800.00"
"HUNAS HOLDINGS PLC","HUNA.N0000","23.00","36.00","15.25","26.75","294.00","110,700.00","3,436,825.00"
"ASIRI CENTRAL HOSPITALS  PLC","ASHA.N0000","23.75","88.50","45.00","50.00","229.00","47,400.00","3,369,525.00"
"EASTERN MERCHANTS PLC","EMER.N0000","80.00","240.00","102.00","150.00","35.00","17,400.00","3,197,500.00"
"UNION CHEMICALS LANKA PLC","UCAR.N0000","100.00","139.75","120.00","132.00","71.00","21,000.00","2,760,400.00"
"CENTRAL INDUSTRIES PLC","CIND.N0000","80.00","117.00","73.00","73.00","81.00","16,900.00","1,652,850.00"
"PRINTCARE PLC","CARE.N0000","53.50","70.00","50.00","52.25","108.00","22,200.00","1,309,850.00"
"SIGIRIYA VILLAGE HOTELS PLC","SIGV.N0000","41.00","39.00","16.50","16.75","142.00","39,100.00","1,249,600.00"
"INDUSTRIAL ASPHALTS (CEYLON) PLC","ASPH.N0000","150.00","195.00","140.00","140.00","17.00","7,500.00","1,180,000.00"
"THE AUTODROME PLC","AUTO.N0000","0.00","348.00","200.00","239.00","31.00","3,200.00","788,275.00"
"SERENDIB LAND PLC","SLND.N0000","325.00","450.00","450.00","450.00","5.00","1,700.00","765,000.00"
"METROPOLITAN RESOURCE HOLDINGS PLC","MPRH.N0000","0.00","88.00","52.00","53.50","60.00","9,500.00","691,300.00"
"LAKE HOUSE PRINTERS & PUBLISHERS PLC","LPRT.N0000","31.50","80.00","47.00","47.00","26.00","11,400.00","628,925.00"
"SHALIMAR (MALAY) PLC.","SHAL.N0000","850.00","700.00","450.00","450.00","4.00","700.00","455,000.00"
"GALLE FACE CAPITAL PARTNERS PLC","WAPO.N0000","590.00","500.00","400.00","500.00","7.00","900.00","397,600.00"
"SINGER INDUSTRIES (CEYLON) PLC","SINI.N0000","60.00","70.00","40.50","41.00","27.00","5,000.00","293,525.00"
"HARISCHANDRA MILLS PLC","HARI.N0000","400.00","455.00","450.00","450.00","4.00","500.00","225,500.00"
"PARAGON CEYLON PLC","PARA.N0000","100.00","213.50","130.00","213.50","4.00","400.00","62,650.00"
